anime_id,title,genres,media,episodes,rating,members,start_date,year,season,source
2588,Sinkan,Hentai,ova,1,5.75,3006,28/05/2004,2004,spring,manga
2589,Black Cat (TV): Toozakaru Neko,"Action,Sci-Fi,Adventure,Comedy,Super Power,Shounen",special,1,7.12,19997,26/07/2006,2006,summer,manga
2590,Genmukan,Hentai,ova,2,6.36,5573,21/03/2003,2003,winter,visual_novel
2591,Samurai Spirits: Haten Gouma no Shou,"Adventure,Historical,Samurai,Shounen",special,1,5.4,3138,18/09/1994,1994,summer,game
2592,Kimera,"Action,Horror,Sci-Fi,Shounen Ai,Supernatural,Vampire",ova,1,5.12,6199,31/07/1996,1996,summer,manga
2593,Kara no Kyoukai 1: Fukan Fuukei,"Action,Mystery,Supernatural,Thriller",movie,1,7.63,335143,01/12/2007,2007,fall,light_novel
2594,Piano no Mori,"Adventure,Music,Comedy,Drama,School,Seinen",movie,1,7.67,56148,21/07/2007,2007,summer,manga
2595,D.C.II: Da Capo II,"Drama,Ecchi,Romance,School",tv,13,6.9,33482,02/10/2007,2007,fall,visual_novel
2596,Shinreigari,"Sci-Fi,Mystery,Psychological,Supernatural",tv,22,7.45,123364,18/10/2007,2007,fall,original
2597,Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys,"Adventure,Police,Comedy,Mystery,Shounen",ova,1,7.27,12010,13/03/2007,2007,winter,manga
2598,Juusenki L-Gaim,"Action,Sci-Fi,Adventure,Space,Drama,Mecha,Shounen",tv,54,6.69,4700,04/02/1984,1984,winter,original
2599,Juusenki L-Gaim I: Pentagona Window + Lady Gavlet,"Action,Sci-Fi,Adventure,Space,Drama,Mecha,Shounen",ova,1,5.69,796,05/11/1986,1986,fall,NaN
2600,Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,"Action,Sci-Fi,Adventure,Space,Drama,Mecha,Shounen",ova,1,5.78,727,10/01/1987,1987,winter,NaN
2601,Juusenki L-Gaim III: Full Metal Soldier,"Action,Mecha,Sci-Fi,Shounen",ova,1,6.35,941,28/03/1987,1987,winter,NaN
2602,Kenkou Zenrakei Suieibu Umishou,"Comedy,Sports,Ecchi,School,Shounen",tv,13,7.15,34608,04/07/2007,2007,summer,manga
2603,Mushi-Uta,"Action,Sci-Fi,Fantasy",tv,12,6.64,15226,06/07/2007,2007,summer,light_novel
2604,Sky Girls,"Mecha,Military,Sci-Fi",tv,26,7.02,21726,06/07/2007,2007,summer,original
2605,Sayonara Zetsubou Sensei,"Comedy,Parody,School,Shounen",tv,12,7.89,292190,08/07/2007,2007,summer,manga
2606,Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,"Action,Adventure,Comedy,Fantasy,Shounen",movie,1,6.56,11817,09/12/2006,2006,fall,original
2607,Birth,"Action,Sci-Fi,Adventure,Comedy",ova,1,6,5025,21/07/1984,1984,summer,original
2608,Wangan Midnight,"Action,Cars,Seinen,Sports",tv,26,7.45,27396,15/06/2007,2007,summer,manga
2609,Kakyuusei (TV),"Harem,Drama,Romance,School",tv,13,6.23,4432,02/07/1999,1999,summer,visual_novel
2610,Kakyuusei,"Drama,Harem,Hentai,Romance",ova,4,5.59,1921,16/06/1995,1995,spring,visual_novel
2611,Panda Kopanda,"Comedy,Kids",movie,2,6.75,8501,17/12/1972,1972,fall,original
2612,Spoon Oba-san,"Kids,Magic",tv,130,6.62,1624,04/04/1983,1983,spring,novel
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure,Drama,Sci-Fi",tv,24,6.52,1801,16/10/1999,1999,fall,NaN
2614,Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,"Sci-Fi,Adventure,Drama",movie,1,6.59,1503,11/03/1984,1984,winter,novel
2615,Otome wa Boku ni Koishiteru Special,"Comedy,Romance,School",special,1,6.66,10945,21/04/2007,2007,spring,visual_novel
2616,Sora Iro no Tane,Kids,special,1,5.8,3441,Nov-92,1992,fall,picture_book
2617,Ghiblies,Comedy,special,2,6.41,6017,08/04/2000,2000,spring,original
2618,Takarajima,"Adventure,Mystery,Historical,Drama",tv,26,7.93,14624,08/10/1978,1978,fall,novel
2619,Spider Riders: Oracle no Yuusha-tachi,"Action,Adventure,Mecha",tv,26,6.59,7294,05/04/2006,2006,spring,novel
2620,Spider Riders: Yomigaeru Taiyou,"Action,Adventure,Mecha",tv,26,6.7,3840,14/04/2007,2007,spring,novel
2621,Natsu e no Tobira,"Drama,Romance,Shoujo,Shounen Ai",movie,1,6.02,4752,20/03/1981,1981,winter,manga
2622,Big Wars: Kami Utsu Akaki Kouya ni,"Action,Military,Sci-Fi,Space",ova,1,5.45,2482,25/09/1993,1993,summer,novel
2623,Flanders no Inu (Movie),"Drama,Historical",movie,1,7.86,17732,15/03/1997,1997,winter,novel
2624,"Flanders no Inu, Boku no Patrasche","Drama,Historical",tv,26,7.06,1627,10/10/1992,1992,fall,novel
2625,The隨倥・oraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Kids,Fantasy,Comedy,Sci-Fi,Shounen",movie,1,6.75,1450,08/03/1997,1997,winter,NaN
2626,The隨倥・oraemons: Mushimushi Pyonpyon Daisakusen!,Fantasy,movie,1,6.31,1028,07/03/1998,1998,winter,NaN
2627,Doraemon: It's New Year!,"Kids,Comedy,Sci-Fi,Shounen",special,1,6.51,1497,Jan-79,1979,winter,NaN
2628,"The隨倥・oraemons: Strange, Sweets, Strange?",Fantasy,movie,1,6.35,949,06/03/1999,1999,winter,NaN
2629,Doraemon and Itchy the Stray,"Comedy,Kids,Sci-Fi,Shounen",special,1,6.35,1266,02/01/1987,1987,winter,NaN
2630,Doraemon Meets Hattori the Ninja,"Comedy,Kids,Sci-Fi,Shounen",special,1,6.87,1716,03/01/1982,1982,winter,NaN
2631,The隨倥・oraemons: Goal! Goal! Goal!!,"Kids,Fantasy,Sports,Comedy,Sci-Fi,Shounen",movie,1,6.21,1091,09/03/2002,2002,winter,NaN
2632,Doraemon: Time Machine de Oshougatsu,"Sci-Fi,Adventure,Comedy,Kids,Shounen",special,1,6.41,1160,03/01/1980,1980,winter,NaN
2633,The隨倥・oraemons: Dokidoki Kikansha Daibakusou!,"Adventure,Comedy,Fantasy,Kids,Sci-Fi,Shounen",movie,1,6.36,1133,04/03/2000,2000,winter,NaN
2634,Doraemon: Doraemon Comes Back,"Comedy,Fantasy,Kids,Sci-Fi,Shounen",special,1,7,1990,03/01/1981,1981,winter,NaN
2635,Doraemon: Featherplace,"Comedy,Fantasy,Kids,Sci-Fi,Shounen",special,1,6.06,944,02/04/1993,1993,spring,NaN
2636,"Dorami-chan: Wow, The Kid Gang of Bandits",Fantasy,movie,1,NaN,341,09/03/1991,1991,winter,NaN
2637,Doraemon: It's Autumn!,"Kids,Adventure,Fantasy,Comedy,Shounen",special,1,6.2,1264,04/04/1986,1986,spring,NaN
2638,Doraemon: It's Spring!,"Kids,Adventure,Fantasy,Comedy,Shounen",special,1,6.19,1200,30/03/1983,1983,winter,NaN
2639,Dorami-chan: Hello Kyouryuu Kids!!,Fantasy,movie,1,6.1,343,06/03/1993,1993,winter,NaN
2640,Doraemon: It's Summer!,"Kids,Adventure,Fantasy,Comedy,Shounen",special,1,6.18,1211,04/04/1986,1986,spring,NaN
2641,Doraemon: It's Winter!,"Kids,Adventure,Fantasy,Comedy,Shounen",special,1,6.59,1616,04/04/1986,1986,spring,NaN
2642,Dorami-chan: A Blue Straw Hat,"Kids,Fantasy",movie,1,NaN,291,12/03/1994,1994,winter,NaN
2644,Doraemon: Treasure of the Shinugumi Mountain,"Adventure,Comedy,Fantasy,Kids,Shounen",special,1,6.22,979,12/08/1988,1988,summer,NaN
2645,Dorami & Doraemons: Space Land's Critical Event,"Kids,Adventure,Fantasy,Comedy,Sci-Fi,Shounen",movie,1,6.45,1044,10/03/2001,2001,winter,NaN
2646,Dorami & Doraemons: Robot School's Seven Mysteries,Fantasy,movie,1,6.67,1243,02/03/1996,1996,winter,NaN
2647,Dorami-chan: Mini-Dora SOS!!!,"Kids,Fantasy",movie,1,6.35,461,11/03/1989,1989,winter,NaN
2648,Doraemon: 2112-nen Doraemon Tanjou,"Kids,Fantasy,Comedy",movie,1,7.19,3428,04/03/1995,1995,winter,NaN
2649,Doraemon: Obaachan no Omoide,"Comedy,Fantasy,Kids,Sci-Fi,Shounen",movie,1,7.24,2076,04/03/2000,2000,winter,NaN
2650,"Doraemon Movie: Boku, Momotarou no Nanna no Sa","Adventure,Fantasy,Kids,Sci-Fi,Shounen",movie,1,6.48,1423,01/08/1981,1981,summer,NaN
2651,Doraemon: Doraemon Comes Back (Movie),"Comedy,Kids,Fantasy",movie,1,6.95,1737,07/03/1998,1998,winter,NaN
2652,Doraemon: The Day When I Was Born,"Kids,Fantasy,Comedy,Sci-Fi,Shounen",movie,1,7.02,2090,09/03/2002,2002,winter,NaN
2653,Doraemon: Ganbare! Gian!!,"Adventure,Comedy,Fantasy,Kids,Shounen",movie,1,6.42,1249,10/03/2001,2001,winter,NaN
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"Adventure,Fantasy,Kids,Shounen",movie,1,7.22,3443,10/03/2001,2001,winter,NaN
2655,Doraemon Movie 23: Nobita to Robot Kingdom,"Adventure,Comedy,Fantasy,Kids,Shounen",movie,1,7.15,5648,09/03/2002,2002,winter,NaN
2656,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,"Adventure,Comedy,Kids,Sci-Fi",movie,1,7.31,4626,06/03/2004,2004,winter,NaN
2657,Doraemon Movie 08: Nobita to Ryuu no Kishi,"Adventure,Comedy,Fantasy,Kids,Shounen",movie,1,7,3329,14/03/1987,1987,winter,NaN
2658,Doraemon Movie 09: Nobita no Parallel Saiyuuki,"Adventure,Fantasy,Kids,Sci-Fi,Shounen",movie,1,7.08,3145,12/03/1988,1988,winter,NaN
2659,Doraemon Movie 14: Nobita to Buriki no Labyrinth,Fantasy,movie,1,7.06,3687,06/03/1993,1993,winter,NaN
2660,Doraemon: Nobita's the Night Before a Wedding,Fantasy,movie,1,7.2,2139,06/03/1999,1999,winter,NaN
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"Adventure,Comedy",movie,1,7.12,4780,07/03/1992,1992,winter,NaN
2662,Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Adventure,Comedy,Fantasy,Kids,Shounen",movie,1,6.94,3002,14/03/1981,1981,winter,NaN
2664,Doraemon Movie 19: Nobita no Nankai Daibouken,"Adventure,Comedy,Fantasy,Kids,Sci-Fi,Shounen",movie,1,7.11,4337,07/03/1998,1998,winter,NaN
2665,Doraemon Movie 07: Nobita to Tetsujin Heidan,"Adventure,Comedy,Kids,Fantasy,Mecha,Shounen",movie,1,7.48,4791,15/03/1986,1986,winter,manga
2666,Doraemon Movie 10: Nobita no Nippon Tanjou,"Adventure,Comedy,Fantasy,Kids,Shounen",movie,1,7.13,3028,11/03/1989,1989,winter,NaN
2667,Doraemon Movie 04: Nobita no Kaitei Kiganjou,Fantasy,movie,1,7.05,3331,12/03/1983,1983,winter,NaN
2668,Doraemon Movie 20: Nobita no Uchuu Hyouryuuki,"Adventure,Comedy,Fantasy,Kids,Shounen,Space",movie,1,7.06,3104,06/03/1999,1999,winter,NaN
2669,Doraemon Movie 06: Nobita no Little Star Wars,"Fantasy,Space",movie,1,6.94,3654,16/03/1985,1985,winter,NaN
2670,Doraemon Movie 12: Nobita no Dorabian Nights,"Adventure,Comedy,Fantasy,Kids,Shounen",movie,1,7.21,6718,09/03/1991,1991,winter,NaN
2671,Doraemon Movie 03: Nobita no Daimakyou,Adventure,movie,1,7.04,3698,13/03/1982,1982,winter,NaN
2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,movie,1,7.2,3182,17/03/1984,1984,winter,NaN
2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure,Comedy,Fantasy",movie,1,7.49,5111,10/03/2007,2007,winter,NaN
2674,Doraemon Movie 16: Nobita no Sousei Nikki,"Adventure,Comedy,Fantasy,Kids,Sci-Fi,Shounen",movie,1,7.02,2779,04/03/1995,1995,winter,NaN
2675,Doraemon Movie 17: Nobita to Ginga Express,Fantasy,movie,1,7.16,4600,02/03/1996,1996,winter,NaN
2676,Doraemon Movie 15: Nobita to Mugen Sankenshi,"Adventure,Fantasy,Kids,Sci-Fi,Shounen",movie,1,7.27,3933,12/03/1994,1994,winter,NaN
2677,Doraemon Movie 11: Nobita to Animal Planet,"Adventure,Comedy,Fantasy,Kids,Sci-Fi,Shounen",movie,1,7.12,4379,10/03/1990,1990,winter,NaN
2678,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,"Adventure,Fantasy,Kids,Shounen",movie,1,6.88,2422,08/03/1997,1997,winter,NaN
2679,Teki wa Kaizoku: Neko-tachi no Kyouen,"Sci-Fi,Comedy",tv,6,6.18,1320,26/12/1989,1989,fall,novel
2680,One Piece: Straw Hat Theater,"Adventure,Fantasy,Shounen",special,5,7.37,24323,01/10/2006,2006,fall,manga
2681,Spaceship Agga Ruter,"Comedy,Hentai,Sci-Fi,Space",ova,4,6.51,2080,25/10/1998,1998,fall,original
2682,Aoki Densetsu Shoot! (Movie),"Action,Sports,Shounen",movie,1,6.76,2011,04/12/1994,1994,fall,NaN
2683,Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,"Action,Mystery,Horror,Drama,Martial Arts,Fantasy,School",tv,12,7.26,31175,27/07/2007,2007,summer,game
2684,Buzzer Beater 2nd Season,"Action,Sci-Fi,Sports,Shounen",tv,13,6.82,7573,04/07/2007,2007,summer,web_manga
2685,Tsubasa: Tokyo Revelations,"Action,Adventure,Drama,Romance,Fantasy,Shounen",ova,3,8.31,83274,16/11/2007,2007,fall,manga
2686,Tetsujin 28-gou,"Adventure,Mecha,Sci-Fi,Shounen",tv,96,6.18,2468,20/10/1963,1963,fall,manga
2687,Gokuu no Daibouken,"Comedy,Fantasy",tv,39,6.04,685,07/01/1967,1967,winter,NaN
2688,Akai Koudan Zillion,"Action,Military,Sci-Fi,Adventure",tv,31,6.58,4252,12/04/1987,1987,spring,game
2689,Akai Koudan Zillion: Utahime Yakyoku,"Sci-Fi,Adventure",ova,1,5.8,1123,21/06/1988,1988,spring,game
2690,Urban Square: Kohaku no Tsuigeki,"Action,Mystery,Seinen",ova,1,6.09,1550,28/11/1986,1986,fall,original
2691,Gensei Shugoshin P-hyoro Ikka,"Adventure,Fantasy",movie,1,NaN,334,09/07/1988,1988,summer,manga
2692,CB Chara Go Nagai World,"Action,Parody,Comedy",ova,3,6.82,2730,21/02/1991,1991,winter,NaN
2693,Detatoko Princess,"Comedy,Fantasy",ova,3,5.95,2853,01/12/1997,1997,fall,manga
2694,Hidamari no Ki,"Action,Historical,Drama,Samurai,Seinen",tv,25,6.87,2181,05/04/2000,2000,spring,manga
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,"Action,Sci-Fi,Adventure,Space,Mecha",movie,1,6.68,7330,29/08/1992,1992,summer,original
2696,Crusher Joe OVA,"Action,Sci-Fi,Adventure",ova,2,6.58,2630,05/02/1989,1989,winter,light_novel
2697,Hi-Speed Jecy,"Action,Sci-Fi",ova,12,6.11,1113,05/09/1989,1989,summer,light_novel
2698,Sanctuary,"Action,Police,Thriller,Drama,Seinen",ova,1,6.36,3522,01/05/1996,1996,spring,manga
2699,Uchuu Kaizoku Mito no Daibouken,"Action,Comedy,Sci-Fi",tv,13,6.39,1967,05/01/1999,1999,winter,NaN
2700,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,"Action,Comedy,Sci-Fi",tv,13,6.17,1123,13/07/1999,1999,summer,NaN
2701,Susie-chan to Marvy,"Comedy,Kids",tv,104,NaN,228,05/04/1999,1999,spring,NaN
2702,Bakukyuu Renpatsu!! Super B-Daman,"Game,Adventure,Kids",tv,18,6.21,1046,04/01/1999,1999,winter,NaN
2703,Chousoku Spinner,"Shounen,Sports",tv,22,6.62,4303,30/11/1998,1998,fall,manga
2704,Kaiketsu Jouki Tanteidan,"Action,Mecha,Mystery,Police",tv,26,6.62,3757,07/10/1998,1998,fall,manga
2705,Bakusou Kyoudai Let's & Go,"Adventure,Cars,Sports,Shounen",tv,51,6.77,8687,08/01/1996,1996,winter,manga
2706,Bakusou Kyoudai Let's & Go WGP,"Cars,Sports,Shounen",tv,51,6.95,4842,06/01/1997,1997,winter,manga
2707,Majime ni Fumajime Kaiketsu Zorori,"Adventure,Kids",tv,97,6.7,937,13/02/2005,2005,winter,NaN
2708,Wankorobee,"Comedy,Fantasy,Kids",tv,26,NaN,232,06/10/1996,1996,fall,original
2709,Bakusou Kyoudai Let's & Go MAX,"Cars,Shounen,Sports",tv,51,6.57,3006,05/01/1998,1998,winter,manga
2710,Nintama Rantarou Movie,"Comedy,Shounen",movie,1,6.32,519,29/06/1996,1996,spring,NaN
2712,Shiratori Reiko de Gozaimasu!,"Comedy,Romance",ova,1,NaN,388,25/04/1990,1990,spring,manga
2713,Rockman.EXE Beast+,"Action,Adventure,Game,Mecha,Sci-Fi,Shounen",tv,26,6.86,5361,08/04/2006,2006,spring,game
2714,Sotsugyou: Graduation,"Drama,School",ova,2,5.93,1076,21/01/1995,1995,winter,visual_novel
2715,Totsuzen! Neko no Kuni Banipal Witt,Adventure,movie,1,6.78,2164,10/06/1995,1995,spring,NaN
2716,Urayasu Tekkin Kazoku,"Comedy,Shounen",tv,33,6.94,1666,30/06/1998,1998,summer,manga
2717,Ginga Tetsudou Monogatari: Eien e no Bunkiten,"Action,Adventure,Space,Drama,Sci-Fi",tv,24,6.83,3302,05/10/2006,2006,fall,original
2718,Umi no Triton,"Adventure,Fantasy,Shounen",tv,27,6.22,1542,01/04/1972,1972,spring,manga
2719,MapleStory,"Action,Kids,Fantasy,Comedy,Romance",tv,25,5.31,4294,07/10/2007,2007,fall,game
2721,Reinou Tantei Miko,"Comedy,Hentai",ova,2,5.76,1663,25/08/2000,2000,summer,NaN
2722,Crusher Joe,"Action,Sci-Fi,Adventure,Space",movie,1,6.81,5914,12/03/1983,1983,winter,manga
2723,D4 Princess,"Action,Sci-Fi,Comedy,Magic,Mecha",tv,24,6.07,2518,06/04/1999,1999,spring,manga
2724,Daicon Opening Animations,"Action,Sci-Fi,Adventure,Music,Mecha",special,2,7.72,16169,22/08/1981,1981,summer,other
2725,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"Comedy,Magic,Parody,Police,Sci-Fi,Shounen,Space",ova,1,6.81,8328,25/03/1994,1994,winter,original
2726,Sukeban Deka,"Action,Police,Drama,School,Shoujo",ova,2,6.44,4928,21/04/1991,1991,spring,manga
2727,Sweet Valerian,"Action,Comedy,Magic,School,Shoujo",tv,18,5.77,2497,01/08/2004,2004,summer,original
2728,TWO-MIX: White Reflection,Music,music,1,6.75,2266,13/03/1997,1997,winter,music
2729,X・ゑｽｲ: Double X,"Music,Drama,Shoujo",music,1,6.5,4407,21/11/1993,1993,fall,manga
2730,1+2=Paradise,"Harem,Comedy,Romance,Ecchi,Seinen",ova,2,4.88,7719,23/02/1990,1990,winter,manga
2731,Shishunki Bishoujo Gattai Robo Z-Mind,"Action,Parody,Mecha",ova,6,5.9,782,25/02/1999,1999,winter,NaN
2732,Baby Baachan,"Comedy,Drama",tv,53,6.55,724,08/04/2002,2002,spring,original
2733,MiniPato,Parody,movie,3,6.42,2790,30/03/2002,2002,winter,original
2734,Mazinkaiser: Shitou! Ankoku Dai Shogun,"Action,Mecha",ova,1,7.13,3814,25/07/2003,2003,summer,manga
2735,Mugen Senki Portriss,"Action,Mecha,Sci-Fi,Shounen",tv,52,NaN,390,05/04/2003,2003,spring,NaN
2736,Mojakou,"Comedy,Fantasy,Sci-Fi",tv,74,7.11,2013,03/10/1995,1995,fall,NaN
2737,Kouryuu no Mimi: Mina no Shou,"Action,Super Power,Drama",ova,2,5.08,888,26/04/1995,1995,spring,manga
2738,Kasumin 3rd Season,"Kids,Fantasy",tv,26,NaN,468,09/04/2003,2003,spring,NaN
2739,Highschool Aurabuster: Hikari no Mezame,"Drama,Fantasy,Super Power",ova,3,6.19,594,05/02/1999,1999,winter,NaN
2740,Monkey Turn,"Action,Sports,Drama,Shounen",tv,25,6.34,1181,11/01/2004,2004,winter,manga
2741,Monkey Turn V,"Action,Sports,Drama,Shounen",tv,25,NaN,583,04/07/2004,2004,summer,manga
2742,Omoikkiri Kagaku Adventure Sou Nanda!,"Comedy,Kids,Sci-Fi",tv,26,NaN,398,05/10/2003,2003,fall,NaN
2743,Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,"Parody,Comedy",special,4,7.43,7289,22/06/2007,2007,spring,original
2744,Potemayo,"Comedy,School,Seinen",tv,12,7.29,14799,07/07/2007,2007,summer,4_koma_manga
2745,Jigoku Sensei Nube OVA,"Action,Supernatural,Comedy,School,Demons,Horror,Shounen",ova,3,7.1,2596,12/06/1998,1998,spring,NaN
2746,Vexille: 2077 Nihon Sakoku,"Action,Military,Sci-Fi",movie,1,6.94,17675,18/08/2007,2007,summer,original
2747,Tetsuwan Atom,"Action,Sci-Fi,Adventure,Drama,Mecha,Shounen",tv,193,7.1,9620,01/01/1963,1963,winter,manga
2748,Dash! Kappei,"Comedy,Sports,Ecchi,Shounen",tv,65,7.15,4402,04/10/1981,1981,fall,NaN
2749,Heisei Inu Monogatari Bow,"Adventure,Comedy",tv,40,6.72,833,14/10/1993,1993,fall,original
2750,Heisei Inu Monogatari Bow Movie,"Adventure,Comedy",movie,1,NaN,290,20/08/1994,1994,summer,NaN
2751,Miyori no Mori,"Slice of Life,Fantasy,Drama",special,1,6.92,10723,25/08/2007,2007,summer,manga
2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"Action,Comedy,Sports",ova,6,7.94,32222,22/06/2007,2007,spring,manga
2753,Ushiro no Shoumen Daare,"Historical,Drama",movie,1,7.76,9534,09/03/1991,1991,winter,novel
2754,Cleopatra D.C.,"Action,Adventure,Sci-Fi",ova,3,5.86,2474,28/04/1989,1989,spring,manga
2755,Cleopatra,"Hentai,Historical,Sci-Fi",movie,1,5.61,4226,15/09/1970,1970,summer,original
2756,Cheonnyeon-yeowoo Yeowoobi,"Sci-Fi,Drama,Fantasy",movie,1,7.3,12569,25/01/2007,2007,winter,original
2757,Juuni Senshi Bakuretsu Eto Ranger,"Action,Fantasy,Comedy",tv,39,6.81,1629,07/04/1995,1995,spring,original
2758,Shippuu! Iron Leaguer,"Mecha,Sci-Fi,Shounen,Sports",tv,52,6.89,1031,06/04/1993,1993,spring,original
2759,Evangelion: 1.0 You Are (Not) Alone,"Action,Sci-Fi,Psychological,Drama,Mecha",movie,1,8.06,382429,01/09/2007,2007,summer,original
2760,Densetsu Kyojin Ideon: Sesshoku-hen,"Sci-Fi,Space,Drama,Mecha",movie,1,6.1,3431,10/07/1982,1982,summer,original
2761,Densetsu Kyojin Ideon: Hatsudou-hen,"Sci-Fi,Space,Drama,Mecha",movie,1,7.83,6742,10/07/1982,1982,summer,original
2762,Igano Kabamaru,"Action,Adventure,Comedy,Romance,School,Shounen",tv,24,7.85,8961,20/10/1983,1983,fall,manga
2765,Momotarou: Umi no Shinpei,"Action,Military",movie,1,5.2,1893,12/04/1945,1945,spring,original
2766,Super Doll Licca-chan,"Adventure,Magic,Comedy",tv,52,6.54,3187,06/10/1998,1998,fall,other
2767,Taneyamagahara no Yoru,"Fantasy,Kids,Psychological,Slice of Life",movie,1,5.55,4541,07/07/2006,2006,summer,other
2768,CLAMP in Wonderland 2,"Action,Fantasy,Magic,Comedy,Romance,Music,Drama",music,1,7.47,18230,26/10/2007,2007,fall,manga
2769,Galactic Patrol Lensman,"Action,Adventure,Sci-Fi",tv,25,6.26,1294,06/10/1984,1984,fall,NaN
2770,SF Shinseiki Lensman,"Action,Sci-Fi,Adventure,Space",movie,1,6.13,2670,07/07/1984,1984,summer,book
2771,Chou Kuse ni Narisou,"Slice of Life,Comedy,Romance,School,Shoujo",tv,39,6.25,1561,05/04/1994,1994,spring,manga
2772,Juushin Enbu: Hero Tales,"Action,Fantasy,Shounen",tv,26,6.85,23680,08/10/2007,2007,fall,manga
2775,Genocyber,"Action,Sci-Fi,Horror,Psychological,Mecha",ova,5,5.82,26832,02/03/1994,1994,winter,manga
2776,Generation of Chaos,"Action,Adventure,Demons,Fantasy,Magic",ova,1,3.32,2292,05/09/2001,2001,summer,game
2777,Generation of Chaos Next: Chikai no Pendant,"Action,Military,Adventure,Romance,Fantasy",ova,1,4.35,1257,22/05/2002,2002,spring,game
2778,Generation of Chaos III: Toki no Fuuin,"Action,Adventure,Fantasy,Magic",ova,2,4.47,1139,21/05/2003,2003,spring,game
2779,Sotsugyou M: Ore-tachi no Carnival,"Drama,School",ova,2,5.48,1785,21/01/1999,1999,winter,manga
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,"Action,Adventure,Comedy,School,Supernatural",ova,1,5.52,3121,06/02/1988,1988,winter,NaN
2781,Saint Luminous Jogakuin,"Mystery,Psychological,Supernatural",tv,13,6.05,2539,06/10/1998,1998,fall,original
2782,Fire Emblem,"Action,Adventure,Fantasy,Magic,Shounen",ova,2,5.64,10977,26/01/1996,1996,winter,game
2783,Oyayubi Hime Monogatari,"Adventure,Fantasy,Shoujo",tv,26,6.66,1356,31/03/1992,1992,spring,book
2784,Gift: Eternal Rainbow - Ki no Saka Ryokan Kiki Ippatsu!!,"Harem,Comedy,Magic,Romance,Ecchi",special,1,6.73,6846,22/06/2007,2007,spring,visual_novel
2785,OZ,"Action,Military,Sci-Fi,Drama,Shoujo",ova,2,5.48,1523,28/08/1992,1992,summer,manga
2786,Bakegyamon,"Action,Demons,Fantasy,Game,Shounen",tv,51,6.64,2708,03/04/2006,2006,spring,manga
2787,Shakugan no Shana II (Second),"Action,Supernatural,Drama,Romance,Fantasy,School",tv,24,7.6,274998,05/10/2007,2007,fall,light_novel
2788,Stratosphera no Yousei,"Drama,Hentai,Romance,Sci-Fi",ova,3,5.71,2692,21/11/2002,2002,fall,original
2789,B-Legend! Battle B-Daman,"Adventure,Fantasy,Game,Kids",tv,52,6.29,11333,05/01/2004,2004,winter,manga
2790,Oira Sukeban,"Comedy,Ecchi,School",ova,1,5.36,1700,21/08/1992,1992,summer,manga
2791,Makasete Iruka!,"Action,Comedy,School",ova,1,6.2,1530,10/06/2004,2004,spring,manga
2792,Panzer Dragoon,"Adventure,Fantasy",ova,1,3.28,2440,25/10/1996,1996,fall,game
2793,Hi no Tori 2772: Ai no CosmoZone,"Sci-Fi,Adventure,Space,Drama,Romance,Fantasy",movie,1,6.6,3195,15/03/1980,1980,winter,manga
2794,Kussetsu,Hentai,ova,3,5.95,1155,22/02/2002,2002,winter,NaN
2795,Dragonaut: The Resonance,"Action,Drama,Fantasy,Mecha,Romance,Sci-Fi",tv,25,6.64,67301,04/10/2007,2007,fall,original
2796,Afro-Ken,"Comedy,Kids",ova,1,5.11,2961,25/06/2001,2001,spring,other
2797,Koukou Tekken-den Tough,"Action,Martial Arts,Shounen",ova,3,6.97,3714,31/01/2002,2002,winter,manga
2798,Hatsu Inu The Animation,Hentai,ova,2,7.3,22810,25/05/2007,2007,spring,manga
2799,Hello! Sandybell,"Adventure,Romance,Shoujo",tv,47,7.04,4837,06/03/1981,1981,spring,original
2800,Candy Candy,"Slice of Life,Drama,Shoujo",tv,115,7.52,22866,01/10/1976,1976,fall,manga
2801,Candy Candy: Haru no Yobigoe,"Slice of Life,Drama,Shoujo",movie,1,6.49,1759,18/03/1978,1978,winter,NaN
2802,Candy Candy: Candy no Natsu Yasumi,"Slice of Life,Drama,Shoujo",movie,1,6.68,1975,22/07/1978,1978,summer,NaN
